대분류,중분류,ipc,title,ipc_sub
정보통신,RFID/USN,H04W4/*,무선 통신 네트워크에 특별히 적합한 서비스; 그 시설들 [2018.01],H04W
정보통신,RFID/USN,H04W40/*,통신 라우팅 또는 통신 경로 발견 [2009.01],H04W
정보통신,RFID/USN,H04W52/*,"전원 관리, 예. TPC [Transmission Power Control], 전원 절약 또는 전원 등급 [2009.01]",H04W
정보통신,RFID/USN,H04W56/*,동기화 장치 [2009.01],H04W
정보통신,RFID/USN,H04W64/*,"네트워크 관리 목적을 위해 사용자나 단말의 위치를 정하는 것, 예. 이동성 관리 [2009.01]",H04W
정보통신,RFID/USN,H04W72/*,"지역 자원 관리, 예. 무선 자원의 선택 및 할당, 또는 무선 트래픽 스캐쥴링 [2009.01]",H04W
정보통신,RFID/USN,H04W84/*,네트워크 토폴로지 [2009.01],H04W
정보통신,RFID/USN,G01C9/*,"경사의 측정, 예. 경사계(clinometers) 또는 수준기에 의한 것 [2006.01]",G01C
정보통신,RFID/USN,G01M17/*,"차량의 시험(기밀성 시험 G01M 3/00; 보디 또는 섀시의 탄성특성의 시험, 예. 비틀림 시험 G01M 5/00; 차량의 전조등 장치의 중심점 맞추기 시험 G01M 11/06; 엔진의 시험 G01M 15/00) [2006.01]",G01M
정보통신,RFID/USN,G01N33/*,그룹 1/00 ～ 31/00에 포함 되지 않는 특유의 방법에 의한 재료의 조사 또는 분석 [2006.01],G01N
정보통신,RFID/USN,G01R31/*,전기적 특성을 시험하기 위한 장치; 전기적 고장의 위치를 나타내기 위한 장치; 달리 분류가 되지 않고 시험하는 것에 특징이 있는 전기적 시험을 위한 장치(제조중의 반도체나 고체소자의 시험 또는 측정 H01L 21/66; 유선전송시스템의 시험 H04B 3/46) [2006.01],G01R
정보통신,RFID/USN,G01S5/*,2이상의 방향선 또는 위치선의 조정(co-ordinating)에 의한 위치 결정; 2이상의 거리측정의 조정에 의한 위치 결정 [2006.01],G01S
정보통신,RFID/USN,G05D23/*,온도의 제어(전열장치용 자동개폐장치 H05B 1/02) [2006.01],G05D
정보통신,RFID/USN,G06F15/*,디지털 컴퓨터 일반(세부사항 1/00에서 13/00); 데이터 처리 장비 일반 [2006.01],G06F
정보통신,RFID/USN,G06F17/*,"디지털 컴퓨팅 또는 데이터 처리 장비 또는 방법, 특정 기능을 위해 특히 적합한 것(정보 검색, 데이터베이스 구조 또는 파일 시스템 구조 G06F16/00) [2019.01]",G06F
정보통신,RFID/USN,G06F3/*,"컴퓨터로 처리할 수 있는 형식으로 전송된 데이터를 변환하는 입력기구; 처리장치로부터 출력장치로 데이터를 전송하기 위한 출력기구, 예. 인터페이스 기구 [2006.01]",G06F
정보통신,RFID/USN,G06K7/*,기록매체를 읽는 방법 또는 장치(G06K 9/00이 우선) [2006.01],G06K
정보통신,RFID/USN,G06K9/*,"인쇄문자, 손으로 쓴 문자를 독취하거나 인식 또는 패턴을 인식하기 위한 방법 또는 장치, 예. 지문인식(그래프를 해독하거나 기계적 파라미터의 패턴을 변환하기위한 방법 또는 장치 G06K 11/00; 음성인식 G10L 15/00) [2006.01]",G06K
정보통신,RFID/USN,G06Q50/*,"특정의 업종에 특히 적합한 시스템 또는 방법, 예. 공익 사업 또는 관광업 (헬스케어 인포매틱스 G16H ) [2012.01]",G06Q
정보통신,RFID/USN,G08C17/*,무선 전기망의 사용을 특징으로 하는 신호전송장치 [2006.01],G08C
정보통신,RFID/USN,G08G1/*,도로 차량을 위한 교통 제어 시스템(도로표시 또는 교통신호의 배치 E01F 9/00) [2006.01],G08G
정보통신,RFID/USN,H04L12/*,"데이터 스위칭 네트웍(기억장치들, 입출력장치, 중앙처리장치사이의 정보 혹은 다른 신호의 상호연결 혹은 전송 G06F 13/00) [2006.01]",H04L
정보통신,RFID/USN,H04L27/*,변조 전송시스템 [2006.01],H04L
정보통신,RFID/USN,H04L29/*,"그룹 1/00에서 H04L 27/00의 하나에도 포함되지 않는 배치, 장치회로 또는 시스템 [2006.01]",H04L
정보통신,RFID/USN,H04L7/*,수신기를 송신기와 동기시키기 위한 배치 [2006.01],H04L
정보통신,RFID/USN,H04N5/*,텔레비전 시스템의 세부 (주사의 세부 또는 그들과 공급전압 발생과의 결합 H04N 3/00) [2011.01],H04N
정보통신,RFID/USN,H04Q9/*,원격제어 또는 원격 측정시스템에서 주국에서 제어 신호를 적용하거나 측정값을 획득하는것으로 선택되는 소망 장치인 종국을 선택적으로 호출하기 위한 배치 [2006.01],H04Q
정보통신,RFID/USN,H04W12/*,"보안 장치, 예. 접속 보안 또는 부정 검출; 인증, 예. 사용자 신원 또는 권한 검증; 프라이버시 또는 익명성 보호 (기밀 또는 보안 통신을 위한 장치 H04L 9/00) [2009.01]",H04W
정보통신,RFID/USN,H04W16/*,"네트워크 계획, 예. 영역 또는 트래픽 계획 수단; 네트워크 배치, 예. 자원 분할 또는 셀 구조 [2009.01]",H04W
정보통신,RFID/USN,H04W24/*,"감시, 모니터링 또는 테스트 장치 [2009.01]",H04W
정보통신,RFID/USN,H04W28/*,네트워크 트래픽 또는 자원 관리 [2009.01],H04W
정보통신,RFID/USN,H04W36/*,핸드오프 또는 재선택 장치 [2009.01],H04W
정보통신,RFID/USN,H04W48/*,접속 제한 (부정 접속을 막기 위한 접속 보안 H04W 12/08); 네트워크 선택; 접속 포인트 선택 [2009.01],H04W
정보통신,RFID/USN,H04W74/*,"무선 채널 접속, 예. 예정된 또는 임의의 접속 [2009.01]",H04W
정보통신,RFID/USN,H04B*,전송 [1985.01],H04B
정보통신,RFID/USN,G05B19/*,"프로그램제어계(특정의 응용은 관련되는 개소, 예. A47L 15/46를 참조; 미리 선정된 시간간격에서 임의의 장치를 조작시키는 곳이 부착되어 있거나 짜 넣어진 수단을 갖는 시계 또는 시계기구 G04C 23/00; 디지털 정보의 기록 매체에의 기입 또는 독출 G06K; 정보기억 G11; 프로그램이 완료된 후에 그 조작을 자동적으로 종료하는 시한 또는 시한 프로그램 스위치 H01H 43/00) [2006.01]",G05B
정보통신,RFID/USN,G05D1/*,"육용, 수용, 공중용, 우주용 운행체의 위치, 진로, 고도 또는 자세의 제어, 예. 자동조종(무선항행 시스템 또는 다른 파를 사용하는 유사한 시스템 G01S) [2006.01]",G05D
정보통신,RFID/USN,G06F21/*,"부정행위로부터 프로그램 또는 데이터, 그 컴퓨터 부품을 보호하기 위한 보안 장치 [2013.01]",G06F
정보통신,RFID/USN,G06F9/*,"프로그램 제어를 위한 장치, 예. 제어 장치 (주변 장치를 위한 프로그램 제어 G06F 13/10) [2018.01]",G06F
정보통신,RFID/USN,A41D1/*,의복 (아동용 A41D 11/00) [2018.01],A41D
정보통신,RFID/USN,A61B5/*,"진단을 위한 측정(방사선 진단 A61B 6/00; 초음파, 음파 또는 아음파에 의한 진단 A61B 8/00); 개인식별 [2006.01]",A61B
정보통신,RFID/USN,A63B24/*,그룹 A63B 1/00에서 A63B 23/00의 단련 장치를 위한 전기 또는 전자 제어 [2006.01],A63B
정보통신,RFID/USN,G01C17/*,컴퍼스(compasses); 항법 또는 측량을 위해 진북 또는 자북을 탐지하는 장치(자이로 효과를 이용하는 것 G01C 19/00) [2006.01],G01C
정보통신,RFID/USN,G01C19/*,자이로스코프; 진동질량을 가지는 회전-감응 장치 ; 운동질량이 없는 회전-감응 장치 [2013.01],G01C
정보통신,RFID/USN,G01C21/*,"항법; G01C 1/00부터 G01C 19/00까지에 분류되어 있지 않은 항법 장치(운송수단에 의한 대지이동거리의 측정 G01R 22/00; 운송수단의 위치, 진로, 고도, 또는 자세의 제어 G05D 1/00; 차량으로의 운행정보 송신을 포함하는 도로 운송수단을 위한 교통제어 시스템 G08G 1/0968) [2006.01]",G01C
정보통신,RFID/USN,G01P15/*,"가속도의 측정; 감속도의 측정; 충격, 즉 가속도의 급격한 변화의 측정 [2006.01]",G01P
정보통신,RFID/USN,G01R21/*,전력 또는 역률의 측정장치(G01R 7/12가 우선) [2006.01],G01R
정보통신,RFID/USN,G01R23/*,주파수 측정장치 주파수 스펙트럼 분석장치 [2006.01],G01R
정보통신,RFID/USN,G01W1/*,기상학 [2006.01],G01W
정보통신,RFID/USN,G05B23/*,"제어계 또는 그 일부의 시험 또는 감시 (프로그램-제어계의 감시 G05B19/048, G05B19/406 ) [2006.01]",G05B
정보통신,RFID/USN,G06F1/*,그룹 G06F 3/00 ～ G06F 13/00 및 G06F 21/00 (범용 프로그램 컴퓨터의 아키텍처 G06F 15/76)에 포함되지 않는 세부 [2006.01],G06F
정보통신,RFID/USN,G06K19/*,적어도 그 일부에 디지털 마크가 기록되게끔 설계되고 또한 기계로 사용하는 기록매체 [2006.01],G06K
정보통신,RFID/USN,G06Q20/*,"지불 체계, 방식 또는 프로토콜(지불 거래를 실행하거나 게시하기 위한 장치 G07F 7/08, G07F 19/00; 전자 현금 출납기 G07G 1/12) [2012.01]",G06Q
정보통신,RFID/USN,G07B*,"표 발매 기기; 택시미터; 하나 이상의 제어점에서 요금, 통행료 또는 입장요금 징수를 위한 장치; 우편요금기기",G07B
정보통신,RFID/USN,G07G*,"현금, 귀중품 또는 명목화폐의 수취를 등록(디지털 컴퓨터일반 G06C, G06F) [1985.01]",G07G
정보통신,RFID/USN,G08B21/*,단일의 특정한 바람직하지 못한 또는 이상상태에 응답하는 경보 내지 다른 곳에 속하지 않는 것 [2006.01],G08B
정보통신,RFID/USN,H04L9/*,비밀 또는 보안통신을 위한 배치 [2006.01],H04L
정보통신,RFID/USN,G06Q*,"관리용, 상업용, 금융용, 경영용, 감독용 또는 예측용으로 특히 적합한 데이터 처리 시스템 또는 방법; 그 밖에 분류되지 않는 관리용, 상업용, 금융용, 경영용, 감독용 또는 예측용으로 특히 적합한 시스템 또는 방법 [2006.01]",G06Q
정보통신,RFID/USN,H04B1/*,그룹 H04B 3/00에서 H04B　13/00의 단일 그룹에도 포함되지 않은 전송시스템의 세부; 전송매체에 의하여 특징지어지지 않는 시스템의 세부 [2006.01],H04B
정보통신,RFID/USN,H04W88/*,"무선 통신 네트워크에 특히 적응된 장치, 예. 단말 또는 기지국, 접속 포인트 장치 [2009.01]",H04W
정보통신,RFID/USN,G06Q30/*,"거래, 예. 쇼핑 또는 전자상거래 [2012.01]",G06Q
정보통신,RFID/USN,G07C1/*,"어떤 일이 생긴 시간이나 경과시간의 등록, 표시 또는 기록, 예. 근로자의 시간 기록기(time recorder) (기계나 차량의 가동을 등록 또는 표시 G07C 3/00, G07C 5/00) [2006.01]",G07C
정보통신,RFID/USN,G07C9/*,개개의 출입을 등록하는 것 [2006.01],G07C
정보통신,U-컴퓨팅,G05D1/*,"육용, 수용, 공중용, 우주용 운행체의 위치, 진로, 고도 또는 자세의 제어, 예. 자동조종(무선항행 시스템 또는 다른 파를 사용하는 유사한 시스템 G01S) [2006.01]",G05D
정보통신,U-컴퓨팅,G06F15/*,디지털 컴퓨터 일반(세부사항 1/00에서 13/00); 데이터 처리 장비 일반 [2006.01],G06F
정보통신,U-컴퓨팅,G06F17/*,"디지털 컴퓨팅 또는 데이터 처리 장비 또는 방법, 특정 기능을 위해 특히 적합한 것(정보 검색, 데이터베이스 구조 또는 파일 시스템 구조 G06F16/00) [2019.01]",G06F
정보통신,U-컴퓨팅,G06F21/*,"부정행위로부터 프로그램 또는 데이터, 그 컴퓨터 부품을 보호하기 위한 보안 장치 [2013.01]",G06F
정보통신,U-컴퓨팅,G06F3/*,"컴퓨터로 처리할 수 있는 형식으로 전송된 데이터를 변환하는 입력기구; 처리장치로부터 출력장치로 데이터를 전송하기 위한 출력기구, 예. 인터페이스 기구 [2006.01]",G06F
정보통신,U-컴퓨팅,G06T15/*,삼차원(3D) 화상 렌더링 [2011.01],G06T
정보통신,U-컴퓨팅,G06T7/*,이미지 분석 [2017.01],G06T
정보통신,U-컴퓨팅,A61B5/*,"진단을 위한 측정(방사선 진단 A61B 6/00; 초음파, 음파 또는 아음파에 의한 진단 A61B 8/00); 개인식별 [2006.01]",A61B
정보통신,U-컴퓨팅,A63F13/*,"비디오 게임, 즉. 2차원 또는 그 이상의 차원을 가지는 전자적으로 생성된 화상을 이용한 게임 [2014.01]",A63F
정보통신,U-컴퓨팅,G05B23/*,"제어계 또는 그 일부의 시험 또는 감시 (프로그램-제어계의 감시 G05B19/048, G05B19/406 ) [2006.01]",G05B
정보통신,U-컴퓨팅,G06F1/*,그룹 G06F 3/00 ～ G06F 13/00 및 G06F 21/00 (범용 프로그램 컴퓨터의 아키텍처 G06F 15/76)에 포함되지 않는 세부 [2006.01],G06F
정보통신,U-컴퓨팅,G06F11/*,"에러 검출; 에러 정정; 모니터링 (기록 매체와 변환기 사이의 상대적인 이동에 기반한 정보 저장장치에서의 에러 검출; 에러 정정; 모니터링  G11B 20/18 ; 모니터링, 즉 기록 또는 재생의 진행을 감독하는 것 g G11B 27/36; 정적 저장소 G11C 29/00) [2006.01]",G06F
정보통신,U-컴퓨팅,G06F16/*,정보 검색; 그 데이터베이스 구조; 그 파일 시스템 구조 [2019.01],G06F
정보통신,U-컴퓨팅,G06F8/*,"소프트웨어 엔지니어링을 위한 장치(테스트 또는 디버깅 G06F 11/36; 소프트웨어의 프로젝트 관리에 있어서의 운용, 계획 또는 조직화의 관점 G06Q 10/06 ) [2018.01]",G06F
정보통신,U-컴퓨팅,G06F9/*,"프로그램 제어를 위한 장치, 예. 제어 장치 (주변 장치를 위한 프로그램 제어 G06F 13/10) [2018.01]",G06F
정보통신,U-컴퓨팅,G06K19/*,적어도 그 일부에 디지털 마크가 기록되게끔 설계되고 또한 기계로 사용하는 기록매체 [2006.01],G06K
정보통신,U-컴퓨팅,G06K9/*,"인쇄문자, 손으로 쓴 문자를 독취하거나 인식 또는 패턴을 인식하기 위한 방법 또는 장치, 예. 지문인식(그래프를 해독하거나 기계적 파라미터의 패턴을 변환하기위한 방법 또는 장치 G06K 11/00; 음성인식 G10L 15/00) [2006.01]",G06K
정보통신,U-컴퓨팅,G06N3/*,생체모델 기반의 컴퓨터시스템 [2006.01],G06N
정보통신,U-컴퓨팅,G06N7/*,특정수리모델에 기반을 둔 컴퓨터시스템 [2006.01],G06N
정보통신,U-컴퓨팅,G06Q30/*,"거래, 예. 쇼핑 또는 전자상거래 [2012.01]",G06Q
정보통신,U-컴퓨팅,G06Q50/*,"특정의 업종에 특히 적합한 시스템 또는 방법, 예. 공익 사업 또는 관광업 (헬스케어 인포매틱스 G16H ) [2012.01]",G06Q
정보통신,U-컴퓨팅,G06T1/*,범용 화상 데이터 처리 [2006.01],G06T
정보통신,U-컴퓨팅,G07C9/*,개개의 출입을 등록하는 것 [2006.01],G07C
정보통신,U-컴퓨팅,G08B13/*,"강도, 도둑 또는 침입자에 대한 경보 [2006.01]",G08B
정보통신,U-컴퓨팅,G08B21/*,단일의 특정한 바람직하지 못한 또는 이상상태에 응답하는 경보 내지 다른 곳에 속하지 않는 것 [2006.01],G08B
정보통신,U-컴퓨팅,G08B25/*,"경보상태의 위치를 중앙국에 통보하는 경보시스템, 예. 화재 또는 경찰전신시스템 [2006.01]",G08B
정보통신,U-컴퓨팅,G08C19/*,전기적 신호 전송방식(G08C 17/00이 우선) [2006.01],G08C
정보통신,U-컴퓨팅,G16Z*,달리분류되지 않는 특정 응용 영역에 특히 적합한 정보 통신 기술 [ICT] [2019.01],G16Z
정보통신,U-컴퓨팅,H04B1/*,그룹 H04B 3/00에서 H04B　13/00의 단일 그룹에도 포함되지 않은 전송시스템의 세부; 전송매체에 의하여 특징지어지지 않는 시스템의 세부 [2006.01],H04B
정보통신,U-컴퓨팅,H04B10/*,"무선파와는 다른 전자기파를 사용하는 전송 시스템, 예. 적외선, 가시 또는 자외선 광, 또는 전자미립자방사(corpuscular radiation)를 사용하는 것, 예. 양자 통신 [2013.01]",H04B
정보통신,U-컴퓨팅,H04B11/*,"초음파(ultrasonic), 음파 또는 초저주파(infrasonic) 를 사용하는 전송시스템 [2006.01]",H04B
정보통신,U-컴퓨팅,H04B17/*,모니터링; 테스트 (라인 전송계통에 대한 것 H04B 3/46; 라디오 파장 이외의 전자파를 이용하는 전송 시스템을 모니터링하거나 테스트하기위한 장치 H04B 10/07) [2015.01],H04B
정보통신,U-컴퓨팅,H04B5/*,"근접전자계 전송시스템, 예. 유도루프형 [2006.01]",H04B
정보통신,U-컴퓨팅,H04B7/*,"무선전송시스템, 즉, 방사전자계를 이용한 것(H04B 10/00, H04B 15/00이 우선) [2006.01]",H04B
정보통신,U-컴퓨팅,H04L*,"디지털 정보의 전송, 예. 전신통신(전신(telegraphic) 및 전화통신의 공통장치 H04M) [1985.01]",H04L
정보통신,U-컴퓨팅,H04N13/*,입체 텔레비젼 시스템; 그 세부 [2018.01],H04N
정보통신,U-컴퓨팅,H04N19/*,"디지털 비디오 신호의 부호화, 복호화 또는 압축 또는 압축해제를 위한 방법 또는 장치 [2014.01]",H04N
정보통신,U-컴퓨팅,H04N21/*,"선택적 콘텐츠 분배, 예. 대화형(interactive) TV 또는 VOD (실시간 양방향 동영상 데이터 전송 H04N 7/14 ) [2011.01]",H04N
정보통신,U-컴퓨팅,H04N5/*,텔레비전 시스템의 세부 (주사의 세부 또는 그들과 공급전압 발생과의 결합 H04N 3/00) [2011.01],H04N
정보통신,U-컴퓨팅,H04N7/*,"텔레비젼시스템 (세부 H04N 3/00, H04N 5/00; 디지털 비디오 신호의 부호화, 복호화, 압축 또는 압축 해제 방법 혹은 장치; 선택적 콘텐츠 분배 H04N 21/00) [2011.01]",H04N
정보통신,U-컴퓨팅,H04Q9/*,원격제어 또는 원격 측정시스템에서 주국에서 제어 신호를 적용하거나 측정값을 획득하는것으로 선택되는 소망 장치인 종국을 선택적으로 호출하기 위한 배치 [2006.01],H04Q
정보통신,U-컴퓨팅,H04W4/*,무선 통신 네트워크에 특별히 적합한 서비스; 그 시설들 [2018.01],H04W
정보통신,U-컴퓨팅,G06Q*,"관리용, 상업용, 금융용, 경영용, 감독용 또는 예측용으로 특히 적합한 데이터 처리 시스템 또는 방법; 그 밖에 분류되지 않는 관리용, 상업용, 금융용, 경영용, 감독용 또는 예측용으로 특히 적합한 시스템 또는 방법 [2006.01]",G06Q
정보통신,U-컴퓨팅,H04L12/*,"데이터 스위칭 네트웍(기억장치들, 입출력장치, 중앙처리장치사이의 정보 혹은 다른 신호의 상호연결 혹은 전송 G06F 13/00) [2006.01]",H04L
정보통신,U-컴퓨팅,H04L29/*,"그룹 1/00에서 H04L 27/00의 하나에도 포함되지 않는 배치, 장치회로 또는 시스템 [2006.01]",H04L
정보통신,U-컴퓨팅,G06F12/*,"메모리 시스템 또는 아키텍쳐 내에서 액세스, 어드레스 지정 또는 할당 (기록매체로부터의 디지털 입력 또는 기록매체로의 디지털 출력, 예. 광 기억 장치, G06F 3/06) [2006.01]",G06F
정보통신,U-컴퓨팅,G06K17/*,"메인그룹 G06K 1/00 ～ G06K 15/00의 2개 이상의 메인 그룹에 포함 되는 장치를 공동 시키기 위한 방법 또는 장치, 예. 이송 및 읽기 동작과 공동 하는 자동 카드 파일 [2006.01]",G06K
정보통신,소프트웨어,G05D1/*,"육용, 수용, 공중용, 우주용 운행체의 위치, 진로, 고도 또는 자세의 제어, 예. 자동조종(무선항행 시스템 또는 다른 파를 사용하는 유사한 시스템 G01S) [2006.01]",G05D
정보통신,소프트웨어,G06F21/*,"부정행위로부터 프로그램 또는 데이터, 그 컴퓨터 부품을 보호하기 위한 보안 장치 [2013.01]",G06F
정보통신,소프트웨어,G06T17/*,컴퓨터 그래픽용 3차원(3D) 모델링 [2006.01],G06T
정보통신,소프트웨어,G06T19/*,컴퓨터 그래픽용 3D 모델 또는 화상의  조작 [2011.01],G06T
정보통신,소프트웨어,G06T7/*,이미지 분석 [2017.01],G06T
정보통신,소프트웨어,B60R1/*,"광학적 시계장치(방현장치, 예 바람막이 유리 또는 창용의 편광장치 B60J 3/00) [2006.01]",B60R
정보통신,소프트웨어,B60R16/*,"전기 회로 혹은 유체 회로로서 차량에 적용된 그 밖에 분류되지 않는 것； 전기 회로 또는 유체 회로의 요소의 배치로, 특히 차량에 적용, 그 밖에 분류되지 않는 것 [2006.01]",B60R
정보통신,소프트웨어,B60W40/*,특정의 단일의 부품의 제어에 관한 것이 아닌 도로상의 차량의 운전 제어 시스템을 위한 파라미터의 추정 또는 연산 [2006.01],B60W
정보통신,소프트웨어,B60W50/*,특정의 단일의 부품의 제어에 관한 것이 아닌 도로상의 차량의 운전 제어 시스템의 세부 [2006.01],B60W
정보통신,소프트웨어,G06F1/*,그룹 G06F 3/00 ～ G06F 13/00 및 G06F 21/00 (범용 프로그램 컴퓨터의 아키텍처 G06F 15/76)에 포함되지 않는 세부 [2006.01],G06F
정보통신,소프트웨어,G06F11/*,"에러 검출; 에러 정정; 모니터링 (기록 매체와 변환기 사이의 상대적인 이동에 기반한 정보 저장장치에서의 에러 검출; 에러 정정; 모니터링  G11B 20/18 ; 모니터링, 즉 기록 또는 재생의 진행을 감독하는 것 g G11B 27/36; 정적 저장소 G11C 29/00) [2006.01]",G06F
정보통신,소프트웨어,G06F12/*,"메모리 시스템 또는 아키텍쳐 내에서 액세스, 어드레스 지정 또는 할당 (기록매체로부터의 디지털 입력 또는 기록매체로의 디지털 출력, 예. 광 기억 장치, G06F 3/06) [2006.01]",G06F
정보통신,소프트웨어,G06F13/*,"기억장치, 입력/출력장치 또는 중앙처리장치 사이의 정보 또는 다른 신호의 상호접속 또는 전송(특정의 입력/출력장치를 위한 인터페이스회로 G06F 3/00; 멀티프로세서시스템 G06F 15/16) [2006.01]",G06F
정보통신,소프트웨어,G06F15/*,디지털 컴퓨터 일반(세부사항 1/00에서 13/00); 데이터 처리 장비 일반 [2006.01],G06F
정보통신,소프트웨어,G06F17/*,"디지털 컴퓨팅 또는 데이터 처리 장비 또는 방법, 특정 기능을 위해 특히 적합한 것(정보 검색, 데이터베이스 구조 또는 파일 시스템 구조 G06F16/00) [2019.01]",G06F
정보통신,소프트웨어,G06F3/*,"컴퓨터로 처리할 수 있는 형식으로 전송된 데이터를 변환하는 입력기구; 처리장치로부터 출력장치로 데이터를 전송하기 위한 출력기구, 예. 인터페이스 기구 [2006.01]",G06F
정보통신,소프트웨어,G06F9/*,"프로그램 제어를 위한 장치, 예. 제어 장치 (주변 장치를 위한 프로그램 제어 G06F 13/10) [2018.01]",G06F
정보통신,소프트웨어,G06N7/*,특정수리모델에 기반을 둔 컴퓨터시스템 [2006.01],G06N
정보통신,소프트웨어,G06N99/*,이 서브클래스의 다른 그룹으로 분류되지 않는 주제사항 [2019.01],G06N
정보통신,소프트웨어,G06Q30/*,"거래, 예. 쇼핑 또는 전자상거래 [2012.01]",G06Q
정보통신,소프트웨어,G06Q50/*,"특정의 업종에 특히 적합한 시스템 또는 방법, 예. 공익 사업 또는 관광업 (헬스케어 인포매틱스 G16H ) [2012.01]",G06Q
정보통신,소프트웨어,G06T1/*,범용 화상 데이터 처리 [2006.01],G06T
정보통신,소프트웨어,G08B21/*,단일의 특정한 바람직하지 못한 또는 이상상태에 응답하는 경보 내지 다른 곳에 속하지 않는 것 [2006.01],G08B
정보통신,소프트웨어,H04L12/*,"데이터 스위칭 네트웍(기억장치들, 입출력장치, 중앙처리장치사이의 정보 혹은 다른 신호의 상호연결 혹은 전송 G06F 13/00) [2006.01]",H04L
정보통신,소프트웨어,H04N19/*,"디지털 비디오 신호의 부호화, 복호화 또는 압축 또는 압축해제를 위한 방법 또는 장치 [2014.01]",H04N
정보통신,소프트웨어,H04N21/*,"선택적 콘텐츠 분배, 예. 대화형(interactive) TV 또는 VOD (실시간 양방향 동영상 데이터 전송 H04N 7/14 ) [2011.01]",H04N
정보통신,소프트웨어,H04N5/*,텔레비전 시스템의 세부 (주사의 세부 또는 그들과 공급전압 발생과의 결합 H04N 3/00) [2011.01],H04N
정보통신,소프트웨어,H04W4/*,무선 통신 네트워크에 특별히 적합한 서비스; 그 시설들 [2018.01],H04W
정보통신,소프트웨어,A63F13/*,"비디오 게임, 즉. 2차원 또는 그 이상의 차원을 가지는 전자적으로 생성된 화상을 이용한 게임 [2014.01]",A63F
정보통신,소프트웨어,G05B23/*,"제어계 또는 그 일부의 시험 또는 감시 (프로그램-제어계의 감시 G05B19/048, G05B19/406 ) [2006.01]",G05B
정보통신,소프트웨어,G06T13/*,애니메이션 [2011.01],G06T
정보통신,소프트웨어,G06T15/*,삼차원(3D) 화상 렌더링 [2011.01],G06T
정보통신,소프트웨어,G06T5/*,화상 증진 또는 복원 [2006.01],G06T
정보통신,소프트웨어,G06T9/*,"이미지 부호화 (정지화상을 위한 대역 또는 중복도의 감소 H04N1/41; 정지 컬러 화상 신호의 부호화 또는 복호화 H04N1/64; 디지털 비디오 신호를 부호화, 복호화, 압축 또는 신장하기 위한 방법 또는 장치 H04N19/00) [2006.01]",G06T
정보통신,소프트웨어,G10L15/*,음성(speech) 인식(G10L 17/00 우선) [2013.01],G10L
정보통신,소프트웨어,G10L17/*,화자 인식 또는 확인 [2013.01],G10L
정보통신,소프트웨어,G10L21/*,"가청 또는 비가청 신호를 생성하기 위한 음성(speech) 또는 음성(voice) 신호의 처리, 예. 음성의 질과 명료도를 수정하기 위한 시각적, 촉각적 처리(G10L 19/00 우선) [2013.01]",G10L
정보통신,소프트웨어,G01C21/*,"항법; G01C 1/00부터 G01C 19/00까지에 분류되어 있지 않은 항법 장치(운송수단에 의한 대지이동거리의 측정 G01R 22/00; 운송수단의 위치, 진로, 고도, 또는 자세의 제어 G05D 1/00; 차량으로의 운행정보 송신을 포함하는 도로 운송수단을 위한 교통제어 시스템 G08G 1/0968) [2006.01]",G01C
정보통신,소프트웨어,G05B13/*,"적응제어, 즉 미리 지정된 기준에 따라서 최적한 동작을 하도록 그 자체를 자동적으로 조정하는 계(G05B 19/00이 우선; 머신 러닝 G06N 20/00) [2006.01]",G05B
정보통신,소프트웨어,G06F16/*,정보 검색; 그 데이터베이스 구조; 그 파일 시스템 구조 [2019.01],G06F
정보통신,소프트웨어,G06K19/*,적어도 그 일부에 디지털 마크가 기록되게끔 설계되고 또한 기계로 사용하는 기록매체 [2006.01],G06K
정보통신,소프트웨어,G06K7/*,기록매체를 읽는 방법 또는 장치(G06K 9/00이 우선) [2006.01],G06K
정보통신,소프트웨어,G06K9/*,"인쇄문자, 손으로 쓴 문자를 독취하거나 인식 또는 패턴을 인식하기 위한 방법 또는 장치, 예. 지문인식(그래프를 해독하거나 기계적 파라미터의 패턴을 변환하기위한 방법 또는 장치 G06K 11/00; 음성인식 G10L 15/00) [2006.01]",G06K
정보통신,소프트웨어,G06N20/*,머신 러닝 [2019.01],G06N
정보통신,소프트웨어,G06N3/*,생체모델 기반의 컴퓨터시스템 [2006.01],G06N
정보통신,소프트웨어,G06N5/*,지식기반모델을 이용한 컴퓨터시스템 [2006.01],G06N
정보통신,소프트웨어,G06Q40/*,금융; 보험; 세무 전략; 법인세 또는 소득세의 처리 [2012.01],G06Q
정보통신,소프트웨어,G06T11/*,이차원 (2D) 화상 생성 [2006.01],G06T
정보통신,소프트웨어,G06T3/*,화상평면에서의 기하학적 화상변환 [2006.01],G06T
정보통신,소프트웨어,G08B13/*,"강도, 도둑 또는 침입자에 대한 경보 [2006.01]",G08B
정보통신,소프트웨어,G08G3/*,"선박에 대한 교통제어시스템(운항 경로의 표시 B63B 22/16, B63B 51/00) [2006.01]",G08G
정보통신,소프트웨어,G10K11/*,음을 전달하고 유도 또는 지향시키기 위한 방법 또는 장치일반; 소음 또는 다른 음파로부터 방호하거나 소음 또는 다른 음파를 감쇠시키기 위한 방법 또는 장치일반 [2006.01],G10K
정보통신,소프트웨어,G10L13/*,음성합성 문장에서 음성 발생장치 [2006.01],G10L
